shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
adidas Ultra Boost 20 Cloud White (W), adidas, EG0713, 180, 86, 50, 50, 6374fd8803a96e36ed3d3cb4, adidas Ultra Boost 20, Cloud White/ Cloud White/ Core Black, 2020-01-07, The Wmns UltraBoost 20 'Cloud White' brings an almost-monochromatic look to its performance running construction. The shoe's upper is built with Primeknit finished in Cloud White and supported by a tonal Three-Stripes lacing cage. A Fitcounter heel counter provides stability with a full-length Boost midsole providing cushioning underfoot. The Continental rubber outsole contrasts the look in black while providing traction.
adidas Ultra Boost Beyonce Ivy Park Icy Park, adidas, GX5370, 180, 97, 89, 89, 6374fd8803a96e36ed3d3cb9, adidas Ultra Boost, Footwear White/Footwear White/Footwear White, 2021-02-19, adidas tapped Beyoncé's athleisure brand to create the Ivy Park x UltraBoost 4.0 'White Gum.' The runner features a Primeknit construction on the upper with the white base complemented by off-white on the Three-Stripes lacing cage and external heel counter which sports Ivy Park branding. A drawcord lacing system secures the fit while underfoot a full-length Boost midsole provides cushioning giving way to a gum rubber outsole for traction.
adidas Ultra Boost 1.0 Core White, adidas, S77416, 180, 98, 85, 85, 6374fd8803a96e36ed3d3cbb, adidas Ultra Boost 1.0, , 2015-06-01, At the annual Powerhouse concert for LA radio station Power 106 two weeks before their official release date in June 2015 Kanye West famously revealed these sneakers. The shoes sold out in pre-orders instantly. This is one of the cleanest and most coveted Ultra Boost colors ever released dressed in all white except for the black outsole and metallic Ultra Boost lettering on the heel cup.
adidas Ultra Boost 1.0 Burgundy, adidas, AF5836, 180, 87, 86, 86, 6374fd8803a96e36ed3d3cbf, adidas Ultra Boost 1.0, Burgundy/Maroon, 2015-09-09, The adidas Ultra Boost 1.0 appears in its sock-like Primeknit construction with a burgundy colorway. On the tongue branding faded orange accents are present while the white midsole Boost provides a smooth ride. An extra orange hit appears in the underfoot torsion bar.
adidas Ultra Boost DNA 1.0 Aqua ZX 8000, adidas, H05263, 180, 82, 70, 70, 6374fd8803a96e36ed3d3cc5, adidas Ultra Boost DNA 1.0, Aqua/Aqua-Yellow, 2021-04-08, Drawing from the 1988 runner the UltraBoost 1.0 DNA 'ZX 8000' emerges with an OG-style colorway. Featuring a 2015 UltraBoost-style Primeknit upper the vibrant look includes a Three-Stripes lacing cage for support with an external heel counter offering stability. Suede overlays the forefoot to add to the ZX 8000 aesthetic while underfoot tonal full-length Boost provides cushioning working with a Torsion bar for stability and a Continental rubber outsole for traction.
adidas Ultra Tech Dragon Ball Z Vegeta, adidas, D97054, 160, 140, 119, 119, 6374fd8803a96e36ed3d3cc7, adidas Ultra Tech, Running White/Collegiate Royal/Bold Gold, 2018-11-24, The Dragon Ball Z x Ultra Tech ‘Vegeta’ dropped alongside a Majin Buu-themed Kamanda in November 2018 completing adidas’ monthly two-pair release schedule which pitted combatants against one another from the renowned anime series. The vintage-inspired runner showcases a white and Collegiate Royal color palette complete with a ribbed toe box in Bold Gold mimicking Vegeta’s armor.
adidas Ultra Boost DNA Jalen Ramsey, adidas, FZ5487, 180, 85, 100, 100, 6374fd8803a96e36ed3d3ccb, adidas Ultra Boost DNA, Scarlet/Team Navy Blue-White, 2020-12-09, Released in December 2020 the Jalen Ramsey x UltraBoost 2.0 'Brentwood Academy' is the All-Pro NFL cornerback's PE. Drawing from Jalen Ramsey's high school the shoe's Primkenit upper construction features a scarlet base that works Team Navy into the knit design. The heel includes a 'Ramsey' tag while the white external heel counter is matched by the full-length Boost midsole underfoot which provides cushioning. A Continental rubber outsole is included for traction.
adidas Ultra Boost OG (2018/2020), adidas, G28319, 180, 90, 90, 90, 6374fd8803a96e36ed3d3cd1, adidas Ultra Boost, Core Black/Core Black/Gold Metallic, 2018-12-01, The UltraBOOST 1.0 Retro ‘OG’ 2018 resurrects the inaugural iteration of adidas’ flagship runner just three years after its initial release. The shoe’s defining elements are left intact including a black and grey Primeknit upper supported by a molded black TPU cage and contrasting purple heel counter. A full-length Boost midsole delivers cushioning while the whole construction is reinforced underfoot by a Continental rubber outsole.
adidas Ultra Boost 2019 Panda, adidas, B37707, 180, 125, 110, 110, 6374fd8803a96e36ed3d3cd4, adidas Ultra Boost 2019, Cloud White/Core Black, 2019-02-21, The UltraBoost 19 'Panda' gets its name from working a mix of Core Black and Core White into its construction. The shoe's Primeknit 360 upper features a two-tone finish supported by a translucent midfoot lacing cage and a Fitcounter heel counter. Underfoot a white Boost midsole provides cushioning with a Torsion bar included for stability. A Continental rubber outsole provides traction.
adidas Ultra Boost LEGO Color Pack Red, adidas, H67955, 200, 82, 81, 80, 6374fd8803a96e36ed3d3cd5, adidas Ultra Boost, WHite/Red, 2021-07-01, Releasing as part of the Color Pack the LEGO x UltraBoost 'Color Pack - Red' dropped in collaboration with the Danish toy brand. The shoe's upper features a white Primeknit base that incorporates Parley Ocean Plastic highlighted by red Three-Stripes sporting a LEGO-style texture. The same finish marks the external heel counter while underfoot a tonal full-length Boost midsole offers cushioning.
adidas Ultra Boost 21 Parley Non Dyed FW, adidas, G55650, 200, 73, 72, 72, 6374fd8803a96e36ed3d3cd6, adidas Ultra Boost 21, White/Cream, 2021-06-06, The Parley x UltraBoost 21 'Non Dyed Black' features a sustainable build on its performance construction. The shoe's upper incorporates a mix of stretch textile mesh and ripstop built in part with upcycled plastic waste. A dynamic rope lacing system works with a molded heel counter to secure and stabilize the fit with the latter contrasting the look in black. The tongue and heel tags add co-branding while underfoot a full-length Boost midsole provides cushioning giving way to a Continental rubber outsole for traction.
adidas Ultra Boost DNA 1.0 ZX 9000, adidas, H05264, 180, 80, 75, 75, 6374fd8803a96e36ed3d3cd7, adidas Ultra Boost DNA 1.0, Bahia Mint/Eqt Green/Cloud White, 2021-04-08, Inspired by adidas' running heritage the UltraBoost 1.0 DNA 'ZX 9000' sports a vibrant look modeled after the OG ZX 9000. Built with Primeknit that incorporates the same woven construction as the 2015 UltraBoost the shoe's upper is secured by a Three-Stripes lacing cage and external heel counter while full-length Boost in off-white offers cushioning underfoot. Continental rubber on the outsole provides traction.
adidas Ultra Boost 4.0 DNA Black Silver Metallic, adidas, FZ4008, 180, 104, 115, 115, 6374fd8803a96e36ed3d3cdb, adidas Ultra Boost 4.0 DNA, Core Black/Core Black/Silver Metallic, 2021-07-01, Sporting a contrasting look the UltraBoost 4.0 DNA 'Black Silver Metallic' emerges with an elevated accent. The shoe's upper is built with Primeknit incorporating Parley Ocean Plastic and finished in black. A tonal Three-Stripes lacing cage secures the fit while the heel counter in Silver Metallic offers stability. Underfoot a white Boost midsole provides cushioning and contrast giving way to a Continental rubber outsole for traction.
adidas Ultra Boost 5.0 DNA Cloud White Signal Green, adidas, G58753, 180, 68, 86, 86, 6374fd8803a96e36ed3d3cdd, adidas Ultra Boost 5.0 DNA, Cloud White/Signal Green/Dash Grey, 2020-12-16, The UltraBoost 5.0 DNA 'Glow In The Dark - White Signal Green' brings a sustainable construction to its lightweight performance design. The shoe's Primeknit upper is built with Primeblue which incorporates Parley Ocean Plastic finished in white and highlighted by the TPU heel counter and midfoot cage which sport glow-in-the-dark detailing. Signal Green marks the Three-Stripes and inner lining while underfoot a full-length Boost midsole provides cushioning.
adidas Ultra Boost Mark Gonzales Shmoo, adidas, GX1694, 180, 130, 140, 140, 6374fd8803a96e36ed3d3cde, adidas Ultra Boost, Grey Three/Core Black/Shadow Navy, 2022-06-09, Legendary skateboarder Mark Gonzales adds his personal artistic flair on the adidas Ultra Boost. The Primeknit upper features a camo-like graphic in neutral black and grey hues infused with Gonzales' signature 'Shmoo' character woven seamlessly in. A full Boost midsole rendered in black provides lightweight cushioning sitting atop a Continental gum rubber outsole.
adidas Ultra Boost DNA Chinese New Year (2020), adidas, FW4324, 180, 70, 71, 71, 6374fd8803a96e36ed3d3ce2, adidas Ultra Boost DNA, Core Black/Core Black/Gold Metallic, 2020-01-24, Celebrating the Year of the Rat the UltraBoost DNA 'Chinese New Year' dropped as part of a larger collection. The shoe's black Primeknit upper is hilghighted by the multicolor graphic on the heel and collar. A Three-Stripes lacing cage and branded heel counter support the fit while underfoot a tonal Boost midsole provides cushioning giving way to a Continental rubber outsole for traction.
adidas Ultra Boost DNA 1.0 ZX 6000, adidas, H05265, 180, 100, 81, 81, 6374fd8803a96e36ed3d3ce3, adidas Ultra Boost DNA 1.0, White/EQT Green, 2021-04-08, Featuring a retro-inspired look the UltraBoost 1.0 DNA 'ZX 6000' emerges with a bold colorway. The shoe's Primeknit upper features a build drawn from the 2015 UltraBoost highlighted by a series of hues modeled after the OG ZX 6000 from 1989. Suede marks the forefoot while a Three-Stripes lacing cage and external heel counter support the fit. Underfoot the full-length Boost midsole which provides cushioning appears in off-white giving way to a Continental rubber outsole for traction.
adidas Ultra Boost 5.0 DNA Cloud White Green, adidas, GY3194, 180, 88, 96, 96, 6374fd8803a96e36ed3d3ce5, adidas Ultra Boost 5.0 DNA, Cloud White/Cloud White/Cloud White, 2021-08-15, Featuring a two-tone look the UltraBoost 5.0 'Cloud White Green' is a sustainable running shoe. Built with a mix of Parley Ocean Plastic and zero virgin polyester the shoe's Primeknit upper appears in a mix of white and green overlaid by an overdyed print on the Three-Stripes lacing cage and external heel counter. Underfoot a full-length Boost midsole provides cushioning giving way to a gum rubber outsole that offers traction.
adidas Ultra Boost 4D Uncaged Parley Black, adidas, FX2434, 200, 185, 199, 49, 6374fd8803a96e36ed3d3ce7, adidas Ultra Boost 4D Uncaged, Core Black/Core Black/Blue Spirit, 2020-08-07, A sustainable design the Parley x Ultra 4D Uncaged 'Black Blue Spirit' released in collaboration with Parley for the Oceans. Built with recycled yarns the shoe's Primeknit upper is highlighted by the stitched detailing that wraps around the shoe accented by reflective hits throughout. Underfoot a 3D-printed lattice midsole provides cushioning.
adidas Ultra Boost 1.0 SNS X Social Status, adidas, BY2911, 200, 125, 118, 118, 6374fd8803a96e36ed3d3cec, adidas Ultra Boost 1.0, White/Black, 2017-02-08, Under its premium Consortium imprint adidas launched a series of collaborations in 2017 through the Sneaker Exchange program bringing together top-tier global retailers. This UltraBoost SE comes from a partnership between the creative teams of Sneakersnstuff and Social Status featuring a black and white Primeknit upper resting atop a full-length Boost midsole.
adidas Ultra Boost 20 NASA Core Black, adidas, FX7979, 220, 98, 110, 110, 6374fd8803a96e36ed3d3ced, adidas Ultra Boost 20, Core Black/Iron Metallic/Football Blue, 2020-12-06, The NASA x UltraBoost 20 'Core Black' released as part of the Space Race pack made in collaboration with NASA. The shoe's sustainable construction incorporates a Primeblue upper made in part with Parley Ocean Plastic finished in Core Black. Iron Metallic highlights the Three-Stripes lacing cage and Fitcounter heel counter while underfoot the white full-length Boost midsole provides cushioning and contrast accented by a hit of orange. The tongues include mismatched Artemis badges.
adidas Ultra Boost 21 Core Black, adidas, FY0378, 180, 80, 76, 76, 6374fd8803a96e36ed3d3cef, adidas Ultra Boost 21, Core Black/Core Black-Grey Four, 2021-01-28, The UltraBoost 21 'Core Black' is a modern performance runner with a classic two-tone look. The shoe's upper is built with Primeblue made in part with Parley Ocean Plastic finished in Core Black and supported by a tonal lacing cage and external heel counter. Underfoot a white Boost midsole incorporating 6% more Boost capsules than its predecessor provides cushioning and contrast working with the updated Torsion system known as Linear Energy Push for responsiveness.
adidas Ultra Boost 4.0 Running White, adidas, BB6168, 180, 127, 134, 70, 6374fd8803a96e36ed3d3cf2, adidas Ultra Boost 4.0, Running White/Running White/Running White, 2017-11-30, The UltraBoost 4.0 'Triple White' emerges with an almost monochromatic look. The shoe's Primeknit upper is finished entirely in Footwear White including on the lacing cage and stabilizing heel counter. The look is matched by the Boost midsole underfoot but the Continental rubber outsole brings contrast in black.
adidas Ultra Boost 4.0 Core Black, adidas, BB6166, 180, 88, 95, 60, 6374fd8803a96e36ed3d3cf3, adidas Ultra Boost 4.0, Core Black/Core Black/Core Black, 2017-11-30, The UltraBoost 4.0 'Core Black' puts a Triple Black upper on the fourth iteration of the running silhouette. The black Primeknit upper is matched by the Three-Stripes lacing cage and external heel counter matched underfoot by the Continental rubber outsole. The Boost midsole contrasts the look in white while providing cushioning.
adidas Ultra Boost OG Beyonce Ivy Park Navy, adidas, GW8682, 200, 99, 100, 100, 6374fd8803a96e36ed3d3cf7, adidas Ultra Boost OG, Navy/Navy/Navy, 2021-08-20, adidas tapped Beyoncé's athleisure brand once again to create the Ivy Park x UltraBoost OG 'Navy.' The shoe's upper is built with Primeknit finished in a series of blue hues and secured by a toggle lacing system. A Three-Stripes lacing cage and external heel counter support the fit the latter built with suede and sporting a debossed Ivy Park logo. Underfoot a tonal Boost midsole offers cushioning giving way to a Continental rubber outsole for traction.
adidas Ultra Boost 4.0 Core Black (W), adidas, BB6149, 180, 72, 70, 70, 6374fd8803a96e36ed3d3cf8, adidas Ultra Boost 4.0, Core Black/Core Black/Core Black, 2017-11-27, The women's Ultra Boost 4.0 ‘Core Black’ features an essential monochromatic colorway with a unique pattern on the black and grey Primeknit upper. The two-tone finish is complemented by a solid black midfoot cage and matching black external heel counter. The lightweight runner sits atop a contrasting white Boost midsole reinforced with a Stretchweb outsole for durable traction.
adidas Ultra 4D Core Black Cloud White, adidas, G58158, 200, 145, 149, 149, 6374fd8803a96e36ed3d3cfa, adidas Ultra 4D, Core Black/Cloud Whire/Carbon, 2020-12-16, The Ultra 4D 5.0 'Cookies And Cream' gets its name from its classic mix of hues. The shoe's UltraBoost knit upper includes Primeblue created in part with Parley Ocean plastic finished in black and white in a stylized fashion. A Three-Stripes lacing cage and external heel counter support the fit while underfoot the Ultra 4D midsole created through light oxygen and liquid resin provides cushioning giving way to a Continental rubber outsole for traction.
adidas Ultra Boost LEGO Color Pack Blue, adidas, H67952, 200, 79, 87, 87, 6374fd8803a96e36ed3d3cfb, adidas Ultra Boost, White/Blue, 2021-07-01, The LEGO x UltraBoost 'Color Pack - Blue' released as part of the Color Pack. Made in collaboration with the Danish toy brand the shoe's upper is built with Primeknit finished in white and incorporating Parley Ocean Plastic and zero virgin polyester. The Three-Stripes and heel counter add blue to the look as well as a LEGO-style texture while co-branding marks the tongue tag and sokcliner. Underfoot full-length Boost provides cushioning.
adidas Ultra Boost 2019 Oreo, adidas, B37704, 180, 122, 107, 107, 6374fd8803a96e36ed3d3cfc, adidas Ultra Boost 2019, Black/White/Black, 2019-02-01, The UltraBoost 19 'Oreo' features a simple two-tone look on its performance running construction. The shoe's Primeknit 360 upper appears in Core Black and white with solid black on the lacing cage and a partially translucent finish on the Fitcounter heel counter. Underfoot a white Boost midsole houses a Torsion bar for support with a black Continental rubber outsole completing the look.
adidas Ultra Boost OG Beyonce Ivy Park Rodeo Acid Orange, adidas, GY3835, 200, 72, 73, 73, 6374fd8803a96e36ed3d3cfe, adidas Ultra Boost OG, Acid Orange/Acid Orange /Solar Orange, 2021-08-20, In partnership with Beyoncé’s athleisure brand and an expansion of the 'Rodeo' collection is the Ivy Park x adidas UltraBoost OG 'Acid Orange'. A monochromatic citrus hue saturates the exterior of the lifestyle runner with a layered textile upper featuring a toggle lace closure a TPU midfoot cage and coiled lace detailing at the heel. There's only a leather adidas tongue tag and 'Ivy Park' embossed on the molded heel counter for limited branding. On the bottom is a color-matched Boost midsole and supported underfoot by a Continental rubber outsole.
adidas Ultra Boost DNA What The, adidas, EG5923, 180, 69, 63, 63, 6374fd8803a96e36ed3d3cff, adidas Ultra Boost DNA, Solar Slime/Core Black/Night Flash, 2020-11-01, The UltraBoost DNA 'What The' brings a vibrant color blocked look to its performance running construction. The shoe's Primeknit upper appears in a mix of red teal and Solar Slime overlaid by a semitranslucent TPU cage and Night Flash heel counter. Underfoot a black Boost midsole provides cushioning giving way to a Continental rubber outsole for traction.
adidas Ultra 4D Core Black Solar Red, adidas, G58159, 200, 87, 115, 115, 6374fd8803a96e36ed3d3d02, adidas Ultra 4D, Core Black/Solar Red, 2020-12-16, The Ultra 4D 5.0 'Black Solar Red' brings a vibrant contrasting look to its modern running construction. Built with Primeblue which incorporates Parley Ocean Plastic the shoe's upper appears in a mix of Core Black and grey. A Three-Stripes lacing cage and external heel counter support the fit while highlighting the look in Solar Red matched by the inner lining. Underfoot an Ultra 4D midsole provides cushioning.
adidas Ultra Boost DNA LEGO, adidas, FY7690, 200, 130, 99, 99, 6374fd8803a96e36ed3d3d06, adidas Ultra Boost DNA, White/Silver-Grey, 2021-04-08, Made in collaboration with the Danish toy brand the LEGO x UltraBoost DNA sports a customizable look. Built with Primeknit that's constructed in part with Parley Ocean Plastic and zero virgin polyester the shoe's upper is defined by the transparent Three-Stripes designed to hold multicolor LEGO plates. The heel counter and forefoot add silver to the design with a LEGO-textured toe box adding to the aesthetic. Underfoot full-length Boost provides cushioning.
adidas Ultra Boost 2.0 Triple White, adidas, AQ5929, 180, 245, 150, 128, 6374fd8803a96e36ed3d3d07, adidas Ultra Boost 2.0, White/White/White, 2016-04-29, The UltraBoost 2.0 'Triple White' features a Primeknit construction on the upper finished entirely in white. The lacing cage and stabilizing heel counter match the look with the heel branding bringing the only touch of color. A white Boost unit and outsole complete the monochromatic look.
adidas Ultra Boost Beyonce Ivy Park, adidas, FX3163, 200, 138, 155, 150, 6374fd8803a96e36ed3d3d08, adidas Ultra Boost, Maroon/Maroon/Solar Orange, 2020-01-18, Part of Beyoncé's debut collection with adidas the Beyonce Ivy Park x Wmns UltraBoost 'Maroon' emerges with a two-tone look. The shoe's Primeknit upper appears in maroon with a tonal Three-Stripes lacing cage and external heel counter supporting the fit. A speckled heel pull-loop provides easy on and off while underfoot a full-length Boost midsole provides cushioning. The Continental rubber outsole offers traction and highlights the look in Solar Orange.
adidas Ultra Boost DNA Parley White (2020), adidas, EH1173, 180, 63, 71, 71, 6374fd8803a96e36ed3d3d0d, adidas Ultra Boost DNA, Cloud White/Cloud White/Blue Spirit, 2020-06-08, Released to celebrate five years of partnership the Parley x UltraBoost DNA 'Cloud White' dropped in June 2020. Built with recycled ocean plastic the shoe's upper appears in white accented by embroidered wavy lines in Blue Spirit. Underfoot a white Boost midsole provides cushioning with a black Continental rubber outsole included for traction.
adidas Ultra Boost 21 Black Carbon, adidas, FY3952, 180, 96, 100, 100, 6374fd8803a96e36ed3d3d11, adidas Ultra Boost 21, Carbon/Carbon/Solar Red, 2021-06-11, The UltraBoost 21 'Carbon Solar Red' brings subtle accents to its running construction. Built with Primeknit the shoe's upper is constructed in part with Parley Ocean Plastic finished in black and supported by a tonal Three-Stripes lacing cage. A translucent heel counter is included for stability while Solar Red on the branded tongue tag adds color to the look. Underfoot full-length Boost with a metallic finish provides cushioning and highlights the design.
adidas Ultra Boost Scarlet (2020), adidas, FY7123, 180, 116, 113, 55, 6374fd8803a96e36ed3d3d12, adidas Ultra Boost, Scarlet/Scarlet/Scarlet, 2020-06-08, The UltraBoost 2.0 'Scarlet' brings an almost-monochromatic look to its perforamnce running construction. Built with Primeknit the upper appears in scarlet with a tonal heel counter and Three-Stripes lacing cage bolstering the fit. Underfoot the full-length Boost midsole continues the one-tone look but the black Continental rubber outsole contrasts the design.
adidas Ultra Boost OG Beyonce Ivy Park Solar Green, adidas, GZ2228, 200, 133, 150, 150, 6374fd8803a96e36ed3d3d14, adidas Ultra Boost OG, Solar Green/Signal Green/Semi Solar Green, 2021-12-10, The Ivy Park x adidas UltraBoost OG 'Halls of Ivy' is part of the fifth collaborative collection with the athleisure brand co-founded by Beyoncé. Giving the running shoe a monochrome neon green makeover it features drawcord lacing that secures the flexible Primeknit upper bolstered with a molded midfoot cage and external heel counter. The sockliner includes both adidas and Ivy Park branding while the shoe is built on a full-length Boost midsole reinforced by a Stretchweb Continental rubber outsole.
adidas Ultra Boost 5.0 DNA NASA Core Black Iron Metallic, adidas, FZ1855, 180, 98, 85, 85, 6374fd8803a96e36ed3d3d19, adidas Ultra Boost 5.0 DNA, Core Black/Iron Metallic/Carbon, 2020-12-06, NASA teamed up with adidas to create the NASA x UltraBoost DNA 'Black Carbon.' Made with Primeblue constructed in part with Parley Ocean Plastic the shoe's upper appears in a mix of black and grey. Lighter grey marks the Three-Stripes lacing cage and external heel counter while each tongue includes mismatched Artemis badges as a nod to the NASA program that aims to send astronauts back to the moon. Underfoot a white Boost midsole provides cushioning and contrast.
adidas Ultra Boost 2019 Triple Black, adidas, G27508, 180, 86, 80, 80, 6374fd8803a96e36ed3d3d1a, adidas Ultra Boost 2019, Core Black/Core Black/Solar Orange, 2019-07-18, The UltraBoost 19 'Triple Black' blacks out the modern performance runner. The shoe's Primeknit 360 upper appears entirely in black matched by the lacing cage and Fitcounter heel counter. Underfoot the dual-density Boost midsole provides cushioning working with a Torsion spring for stability. A black Continental rubber outsole provides traction.
adidas Ultra Boost 21 Tokyo, adidas, S23863, 180, 98, 109, 109, 6374fd8803a96e36ed3d3d1b, adidas Ultra Boost 21, Cloud White/Core Black/Solar Red, 2021-07-01, Releasing for the Tokyo Games the UltraBoost 21 'Tokyo' released as part of a larger collection. Built with Primeknit that incorporates Parley Ocean Plastic the shoe's upper appears in white contrasted by black on the Three-Stripes and stabilized by a molded heel counter. Underfoot the full-length Boost midsole includes 6% more Boost capsules than its predecessors giving way to a Continental rubber outsole for traction. The Linear Energy Push system that replaces the Torsion bar offers energy return.
adidas Ultra Boost 20 Core Black Silver Metallic, adidas, FV8333, 180, 76, 71, 71, 6374fd8803a96e36ed3d3d1e, adidas Ultra Boost 20, Core Black/Core Black/Silver Metallic, 2020-08-01, The UltraBoost 20 'Black Silver Metallic' released to celebrate the Paralympic Games. The shoe's Primeblue upper built with Parley Ocean Plastic appears in black overlaid by a tonal Three-Stripes cage worked into the lacing system. The Fitcounter heel counter accents the look in Silver Metallic while the tongue includes Braille branding. Underfoot a Boost midsole provides cushioning giving way to a Continental rubber outsole for traction.
