shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
New Balance 993 Joe Freshgoods Performance Art Sage, New Balance, MR993JG1, 220, 255, 264, 264, 6374fd7403a96e36ed3d3532, New Balance 993, Margarita/Vintage Rose, 2022-10-07, The Joe Freshgoods x New Balance 993 Made in USA ‘Sage’ is part of the fourth installment in the collaborative series 'Performance Art' created by the Chicago-born designer and old-school Boston brand. Grey mesh on the upper pairs with pale green suede overlays and a tonal reflective 'N' logo. Cut-out details embellish the back heel with ‘JFG’ appearing against a stars-and-stripes graphic. The ABZORB midsole contrasts in a darker green and delivers a proprietary foam compound for an ideal balance of cushioning and responsiveness.
New Balance 550 Burgundy Cyan, New Balance, BB550WBG, 120, 109, 105, 100, 6374fd7403a96e36ed3d353c, New Balance 550, White/Burgundy/Cyan, 2022-01-08, Adding a vibrancy of color accents on the vintage 1989 shoe is the New Balance 550 'Burgundy Turquoise.' The throwback build combines layered white leather with burgundy mesh on the padded collar and woven tongue tag and signature 'N' logo which also features contrasting hits of turquoise. It's built on a rubber cupsole with an exposed EVA wedge on the medial sidewall.
New Balance 2002R Nightwatch Green, New Balance, M2002RHB, 130, 143, 133, 133, 6374fd7403a96e36ed3d3557, New Balance 2002R, Forest Green/Off White/Grey, 2022-01-25, The New Balance 2002R 'Forest Green' is part of the four-piece 'Suede Pack.' Showcasing a lush emerald hue throughout the breathable mesh and suede upper subtle NB branding decorates the tongue and heel while a silver 'N' logo is on the quarter panel. A vintage off-white finish is featured on the ABZORB midsole with N-ergy cushioning in the heel for a smooth ride while the rubber outsole is equipped with New Balance's Stability Web.
New Balance 990v6 MiUSA Grey, New Balance, M990GL6, 200, 205, 227, 227, 6374fd7403a96e36ed3d355c, New Balance 990v6, Grey/Castlerock, 2022-11-04, One of the New England brand's most heralded silhouettes receives a new translation in this sixth series of the 990. The New Balance 990v6 Made in USA ‘Castlerock’ continues to adhere to its trademark grey palette with elevated details that imply a 2022 sensibility. The upper in airy mesh is layered in suede with discreet silver details with a clipped 'N' logo on the quarter panel for a subtly modern take. The runner is built on a sturdy midsole of sculpted foam for easy-going wearability.
New Balance 550 Joe Freshgoods Conversations Amongst Us, New Balance, BB550BH1, 120, 213, 198, 198, 6374fd7403a96e36ed3d356a, New Balance 550, Dawn Glow/Sun Glow, 2022-04-15, Designed in collaboration with the Black Soles (an employee led initiative at New Balance that aims to amplify Black voices) the Joe Freshgoods x New Balance 550 is inspired by community and communcation. The classic basketball silhouette arrives in a light cream hue crafted in leather suede and canvas. The 'N' logo stands out on the profile outlined in black while 'Conversations Amongst Us' can be found on the tongue tag and sockliner. An aged yellow midsole showcases New Balance logos with a non-marking rubber outsole.
New Balance 9060 Joe Freshgoods Inside Voices Penny Cookie Pink, New Balance, U9060JF1, 180, 238, 254, 254, 6374fd7403a96e36ed3d356c, New Balance 9060, Ivory Cream/Blossom, 2022-05-18, The Joe Freshgoods x New Balance 9060 ‘Penny Cookie Pink’ is a colorful silhouette introduced by a partnership between designer Joe Freshgoods and New Balance in their ‘Inside Voices’ pack a follow-up their 2021 collaboration ‘Outside Clothes.' Echoing elements of the 990 series and heritage runners from the early 2000's pale peach and bright pink partner in a ventilated mesh upper suede overlays and a quilted lining. The ABZORB midsole features mint-green cushioning and rides on a futuristic outsole make up of gum rubber pods in pale peach.
New Balance 2002R Black Fig, New Balance, M2002RHD, 130, 127, 129, 120, 6374fd7403a96e36ed3d3570, New Balance 2002R, Black Fig/Taupe, 2022-01-29, The New Balance 2002R 'Dusty Fig' updates the lifestyle runner in ventilated mesh and soft suede both in a pale violet hue. Taken from the four-piece 'Suede Pack' its' monochrome finish clashes with a white leather heel tab and a metallic silver 'N' logo. An off-white ABZORB midsole featuring shock-absorbing N-ergy technology is in the heel with a rubber outsole enhanced with pronounced flex grooves and a midfoot Energy Web.
New Balance Vision Racer Jaden Smith Pink, New Balance, MSVRCJSC, 150, 99, 148, 148, 6374fd7403a96e36ed3d3572, New Balance Vision Racer, Pink/Pink, 2021-05-14, A collaboration with Jaden Smith the Jaden Smith x Vision Racer 'Peony' emerges with a vibrant look on its lifestyle construction. A sustainable shoe the layered upper is built with 100% recycled polyester and synthetic leather finished primarily in Peony and accented by reflective silver 'N' branding on the side wall. Tongue and heel pull-loops are included for easy on and off while underfoot an exaggerated EVA Regrind midsole provides cushioning. 'Do You See It Yet?' is visible on the translucent rubber outsole.
New Balance 550 White Purple, New Balance, BB550WR1, 120, 187, 161, 161, 6374fd7403a96e36ed3d3578, New Balance 550, White/Purple, 2021-06-24, Released in June 2021 the 550 'White Purple' brings back the 1989 basketball shoe with a two-tone colorway. The shoe's upper is built with leather finished in white and overlaid by tonal suede at the forefoot. Purple highlights the design throughout including on the TPU heel counter while perforations are included for breathability. Underfoot a rubber cupsole with an exposed EVA wedge on the medial side provides cushioning.
New Balance 2002R Joe Freshgoods Conversations Amongst Us, New Balance, M2002RJ1, 130, 119, 115, 115, 6374fd7403a96e36ed3d3579, New Balance 2002R, Dawn Glow/Sea Salt, 2022-04-15, The Joe Freshgoods x New Balance 2002R 'Conversations Amongst Us' is a collaborative project with the Black Soles an employee led initative within New Balance to increase representation in the footwear industry. The lifestyle runner arrives in a cream colored hue crafted with ripstop suede leather and translucent TPU. A silver 'N' logo can be found on the profiles while 'Conversations Amongst Us' is inscribed on the back heel of the left and right shoe. The midsole features ABZORB for lightweight cushioning sitting atop an amber translucent rubber outsole.
New Balance 550 Sea Salt Burgundy, New Balance, BB550LI1, 100, 143, 123, 123, 6374fd7403a96e36ed3d357c, New Balance 550, Sea Salt/Burgundy, 2022-05-08, The 550 'Burgundy' brings a two-tone look to the retro basketball silhouette. The shoe's upper is built with a white leather base overlaid by tonal suede on the forefoot and supported by a padded mesh collar. The leather collar overlay and heel counter as well as the branding add burgundy to the design while underfoot a rubber cupsole with an EVA wedge anchors the build.
New Balance 2002R Salehe Bembury Water Be The Guide, New Balance, ML2002RJ, 150, 235, 219, 219, 6374fd7403a96e36ed3d357e, New Balance 2002R, Team Teal/Rose Water, 2021-06-25, New Balance tapped the Los Angeles footwear designer to create the Salehe Bembury x 2002R 'Water Be The Guide.' Inspired by water the shoe's upper features blue shaggy suede overlays with pink open mesh making up the underlays. The heel and shearling 'N' branding add green to the design with the tongue and collar incorporating brown leather. Underfoot an NERGY foam midsole provides cushioning with a Stability Web TPU shank offering stability.
New Balance 990v3 Grey (2019/2021), New Balance, M990GL3/M990GY3, 165, 178, undefined, undefined, 6374fd7403a96e36ed3d3580, New Balance 990v3, Grey/White, 2019-10-01, The New Balance 990v3 Grey 2019 is one of the 2019 releases by shoe manufacturer New Balance.The New Balance 990v3 Grey 2019 comes in grey and features a leather upper section. The upper part is also made of mesh patches in grey. In addition the shoe has an ENCAP midsole cushioning with a lightweight foam combined with a rim made of durable polyurethane. The shoe also has white laces for a secure fit and the New Balance logo on both sides.The New Balance 990v3 Grey 2019 was released on 1st October 2019 to retail at $165.
New Balance 574 YURT Salehe Bembury Universal Communication Black Plum, New Balance, MS574YSE, 150, 115, 107, 107, 6374fd7403a96e36ed3d3582, New Balance 574 YURT, Black Plum/Grey, 2022-04-22, Part of the second iteration of the 'Universal Communication' pack between designer Salehe Bembury and New Balance this 574 YURT arrives in a sleek black colorway. The upper is crafted with suede and mesh with grey accents and a white 'N' logo on the profiles. The back heel features a whistle built into the shoe accentuating the shoe's outdoor influences. A segmented foam midsole features a ROLLBAR stability post and SBS ABZORB cushioning.
New Balance 990v3 Patta Keep Your Family Close, New Balance, M990PP3, 220, 223, 214, 214, 6374fd7403a96e36ed3d3587, New Balance 990v3, Olive/Bright Green, 2022-09-30, Constructed on an ENCAP midsole with speckled midsole the Patta x New Balance 990v3 Made in USA ‘Keep Your Family Close’ is a new take on a signature lifestyle runner and made in sizes for the whole family. The pale green mesh and suede upper with airy overlays in neon green includes branding that salutes NB and the Netherlands retailer; 'Patta' appears on the lateral heel the 'N' appears in silver and a Patta logo decorates the heel.
New Balance 550 Syracuse, New Balance, BB550HG1, 110, 108, 108, 95, 6374fd7403a96e36ed3d358e, New Balance 550, White/Orange, 2021-09-10, Adding a varsity-inspired palette to the retro silhouette designed by Steven Smith is the New Balance 550 'Varsity Orange.' It features an upper with layered white leather with orange textile on the padded low-cut collar. Matching citrus accents make their way to the breathable nylon tongue and the raised 'N' logo that adorns the quarter panel. The EVA wedge adds lightweight cushioning housed within a rubber cupsole.
New Balance 990v3 MiUSA Teddy Santis Sea Salt, New Balance, M990AL3, 210, 171, 152, 152, 6374fd7403a96e36ed3d3591, New Balance 990v3, Sea Salt/Rain Cloud, 2022-05-26, The New Balance 990v3 Made in USA 'Sea Salt' marks one of the first shoes released with Teddy Santis as the new creative director. The predominately white upper is crafted in white mesh with tonal leather overlays and silver accents throughout including the tongue heel and 'N' logo. The ENCAP midsole features a two-tone look with a soft EVA core surrounded by a PU rim for lightweight cushioning. 
New Balance 990v3 Levi's Elephant Skin, New Balance, M990LV3, 220, 240, 230, 215, 6374fd7403a96e36ed3d3596, New Balance 990v3, Elephant Skin/Grey, 2021-09-09, Levi's and New Balance join forces to give you the 990v3 Made In USA 'Elephant Skin'. The collab's focus comes from a previous runner released in 2012. The upper is made of material that combines grey Levi's denim with suede overlays and a reflective 'N' logo. A dark grey Levi's tab is featured on the side with 'Levis for Feet' tagline decorating the sockliner. The midsole is cushioned with their ENCAP and a soft foam core and firm polyurethane rim.
New Balance 990v5 Black, New Balance, M990BK5, 175, 155, 170, 170, 6374fd7403a96e36ed3d3599, New Balance 990v5, Black/Silver, 2019-05-08, Part of the inaugural three-pack of colorways of the fifth iteration of the 990 silhouette the 990v5 Made In USA 'Black' was made in a New Balance factory in New England. The shoe's breathable mesh and suede upper appears in black accented by the 'N' branding on the side wall. The tongue sports a semi-transparent 'Made in the USA' flag while 3M reflective accents add a flash to the look. An OrthoLite insole is included for comfrot while an Encap midsole provides cushioning underfoot.
New Balance 327 Black, New Balance, MS327CPG, 100, 81, 64, 64, 6374fd7403a96e36ed3d359b, New Balance 327, Black/White, 2020-05-08, The 327 'Black White' brings a classic two-tone look to its retro-inspired construction. Built with nylon and suede the upper appears primarily in black contrasted by the oversized 'N' branding on the side wall. Underfoot a foam midsole provides cushioning giving way to a lugged rubber outsole that climbs up the toe and heel while completing the look in black.
New Balance XC-72 Bone Multi-Color, New Balance, UXC72BB2, 130, 105, 105, 105, 6374fd7403a96e36ed3d359f, New Balance XC-72, Multi-Color/Multi-Color, 2021-09-04, Mixed pastels make up this retro-inspired silhouette of the New Balance XC-72 'Ascend' with a split color blocking on the upper and a cream-cleared crinkle nylon base with a forefoot in suede overlays of lavender and coral. A large 'N' logo can be seen mismatched in black and violet while the suede heel overlay is finished in a bright teal. The EVA midsole makes space for a vertically split rubber outsole giving better grip with with XC15 and 375 traction patterns.
New Balance 550 Navy Blue, New Balance, BB550WA1, 120, 196, 190, 175, 6374fd7403a96e36ed3d35a7, New Balance 550, Grey/Navy/White, 2021-06-24, A retro basketball shoe the 550 'White Navy' emerges with a classic mix of hues. Built with leather the shoe's upper appears in white contrasted by navy throughout and supported by perforations for breathability. Suede overlays the forefoot while padded textile bolsters the collar. Underfoot an exposed EVA wedge on the medial side of the rubber cupsole provides cushioning.
New Balance 550 Aime Leon Dore White Grey, New Balance, BB550ALE, 130, 260, 287, 287, 6374fd7403a96e36ed3d35a8, New Balance 550, White/Grey, 2020-10-09, The Aimé Leon Dore x 550 'Silver' released as part of a collaboration with the New York menswear brand. Bringing back the 1989 basketball silhouette the shoe's upper is built with an off-white leather base highlighted by silver accents throughout including on the 'N' branding. The midfoot overlay includes microperforated detailing while the tongue tag and left heel include Aimé Leon Dore branding. Underfoot a pre-yellowed midsole anchors the build.
New Balance 574 YURT Salehe Bembury Team Forest Green, New Balance, MS574YSB, 150, 152, 134, 134, 6374fd7403a96e36ed3d35a9, New Balance 574 YURT, Team Forest Green/Burgundy, 2021-10-22, Reuniting the classic footwear brand with the Boston-based sportswear brand is the Salehe Bembury x New Balance 574 YURT 'Team Forest Green.' The updated version of the popular lifestyle runner has an earthy palette that leans into the shoe's trail running history. A high-pitch whistle is built into the back of the upper crafted from navy open mesh with reflective detailing and shaggy suede overlays in a dark grey finish. A tonal 'N' logo is outlined in crimson leather while a small tab on the lateral side displays Salehe Bembury branding. It's built on a segmented midsole with ABZORB SBS cushioning in the heel and a ROLLBAR support post for improved stability.
New Balance 574 YURT Salehe Bembury Universal Communication Workwear White, New Balance, MS574YSA, 150, 127, 100, 100, 6374fd7403a96e36ed3d35ac, New Balance 574 YURT, Workwear White/Pink, 2022-04-22, The Salahe Bembury x New Balance 574 YURT is part of a three shoe 'Universal Communication' pack featuring outdoor inspirations on an updated take on the classic running silhoutte. This 'Workwear White' colorway features bold pops of pink on the midsole outsole and the 'N' logo. A cream colored upper dominates the mesh and leather build with blue accents on the tongue and toe area of the shoe. A functioning whistle is built into the back heel piece white cushioning arrives via SBS ABZORB in the segmented midsole.
New Balance 990v3 Levi's Denim, New Balance, M990LI3, 220, 210, 230, 230, 6374fd7403a96e36ed3d35b3, New Balance 990v3, Mallard Blue/Dark Blue, 2021-09-09, The classic jean company Levi's has paired with running shoe company New Balance to give you the 990v3 Made In USA 'Mallard Blue'. This redesigned retro runner has Levi's washed denim in the upper worn in twill material an aqua-colored shaggy suede overlay and has a reflective 'N' logo. A Levi's tab can be seen on the side with 'Levi's for feet' decorating the sockliner. The midsole is ENCAP with a soft foam cushioning and a firmer polyurethane rim.
New Balance 327 Grey, New Balance, MS327LAB, 100, 100, 91, 91, 6374fd7403a96e36ed3d35b6, New Balance 327, Grey/White, 2020-05-08, The 327 'Team Away Grey' features an asymmetrical design on its retro-inspired construction. Built with a mix of nylon and suede the upper sports an oversized 'N' logo on its grey lateral-side with white on the medial. A foam midsole provides cushioning while a lugged rubber outsole provides traction.
New Balance 1906R N.Hoolywood x INVINCIBLE Grey Swan, New Balance, M1906RNI, 185, 274, 255, 255, 6374fd7403a96e36ed3d35c0, New Balance 1906R, Grey/Orange/Off White, 2022-10-05, The New Balance 1906R ‘Grey Swan' brings the vision of Japanese menswear brand N.HOOLYWOOD together with Taiwanese retailer INVINCIBLE to commemorate the latter's 15th anniversary. Grey takes center stage in a variety of rich materials including shaggy suede and synthetic leather overlays on a ventilated mesh base. The midsole of New Balance's N-ergy molded TPU heel counter and webbing straps through the laces all help deliver stability and ease of movement. The side panel features the trademark ‘N’ logo. The solitary appearance of color in theis runner's greyscape appears in the pull tab in orange on the heel.
New Balance 990v3 JJJJound Olive, New Balance, M990JD3, 250, 350, 343, 343, 6374fd7403a96e36ed3d35c7, New Balance 990v3, Olive Green/Grey/White, 2022-02-24, In collaboration with designer Justin Saunders in the third iteration of the vaunted 990 series is the JJJJound x New Balance 990v3 Made In USA 'Olive.' The upper is made from breathable mesh with soft pigskin suede overlays and is permeated with rich olive green hues. A black 'N' logo is featured on the quarter panel while 'JJJJound' is inscribed on the reflective silver heel tab. It's built on New Balance's ENCAP midsole with a plush EVA core and a polyurethane rim.
New Balance KAWHI Snowman, New Balance, BBKLSTO1, 150, 73, 70, 70, 6374fd7403a96e36ed3d35d9, New Balance KAWHI, Blue Chill/Virtual Sky, 2020-12-11, Inspired by the Snow Wasset a mythical creative believed to live in North America's Great Lakes region the KAWHI 'Snowman' released in December 2020. The shoe's upper is built with knit finished in icy blue hues and bolstered by no-sew overlays. A molded TPU heel counter provides stability while the tongue includes a graphic depicting claws holding a basketball. Underfoot a FuelCell midsole provides cushioning giving way to a rubber outsole for traction.
New Balance XC-72 White Black Gum, New Balance, UXC72SD, 100, 90, 71, 71, 6374fd7403a96e36ed3d35dd, New Balance XC-72, White/Black-Grey Fog-Bleached Coral, 2022-01-03, A clean black-and white upper gets distinctive details in the New Balance XC-72 ‘White Black.’ With two different traction patterns echoing the XC15 and the 375 and an oversized 'N' in black this classic lifestyle sneaker has additional NB branding on the tongue in red atop a mesh and suede upper in white. The sockliner is printed with 'XC-72' and an EVA midsole on the outsole in gum rubber provides easy steps along the way.
New Balance 990v2 Version 2, New Balance, M990VS2, 185, 192, 159, 159, 6374fd7403a96e36ed3d35de, New Balance 990v2, Taupe/White/Grey, 2021-06-17, The 990v2 Made in USA 'Grey' brings a neutral look to the second installment in the MADE 990 Version series. Releasing just before the 990 franchise's 40th anniversary the shoe's upper is built with mesh finished in grey and overlaid by tonal suede. Silver 'N branding is worked into the side wall while the tongue tag and lateral-side tag add red branding to highlight the look. Underfoot a mix of Encap and Abzorb combine to provide cushioning.
New Balance 920 Navy Blue Grey, New Balance, M920SCN, 200, 137, 137, 137, 6374fd7403a96e36ed3d35f4, New Balance 920, Navy/Blue-Grey, , Blending influences from the 900 and 1000 series runners is the New Balance 920 Made in England 'Navy Burgundy.' The upper is composed of breathable blue mesh with contrasting overlays in navy pigskin suede and burgundy nubuck. A grey 'N' logo adorns the quarter panel while 'New Balance Made in England' is embroidered on the tongue. It features a two-tone ENCAP midsole with a soft EVA core and polyurethane rim.
New Balance 550 Rich Paul, New Balance, BB550RP1, 140, 297, 286, 286, 6374fd7403a96e36ed3d35f7, New Balance 550, Cream/Navy/Sky Blue/Yellow, 2021-12-10, The Rich Paul x New Balance 550 features an exclusive colorway made for the high-profile sports agent. It features an off-white leather upper with microperforated detailing on the toe box collar and midfoot overlay. A cream-colored 'N' logo outlined in navy is on the quarter panel with woven tongue tag displays of 'Rich Paul for New Balance 550' branding. Mismatched insoles feature Rich Paul's initials on the right shoe and a flying NB logo on the left. It's built on an off-white midsole with a navy and powder blue outsole.
New Balance 574 YURT Salehe Bembury Shark Skin, New Balance, MS574YSC, 150, 193, 184, 184, 6374fd7403a96e36ed3d35f8, New Balance 574 YURT, Shark Skin/NB White, 2021-10-22, The Salehe Bembury x New Balance 574 YURT 'Shark Skin' features a classic greyscale color scheme to an outdoor-ready iteration of the lifestyle runner. One of the more unique features of the shoe is a functional high-pitch whistle built into the back of the upper accented with reflective detailing and constructed from a combination of open mesh and shaggy suede. A silver 'N' logo is on the quarter panel with a woven Salehe Bembury tag on the lateral side. A segmented midsole packs ABZORB SBS cushioning in the heel and ROLLBAR technology for a stable ride.
New Balance 990v3 Joe Freshgoods Outside Clothes, New Balance, M990JG3, 220, 280, 249, 249, 6374fd7403a96e36ed3d35f9, New Balance 990v3, Desert Rose/Blue, 2021-09-10, New Balance teamed up with the Chicago designer to create the Joe Freshgoods x 990v3 Made In USA 'Outside Clothes.' The shoe's unique color palette draws from Joe's experience growing up on Chicago's West Side in the 90s built with a mix of mesh and suede. The lateral heel adds 'JFG' in green with the heels of the left and right shoes adding 'Outside Clothes' while the heel patch includes 'Made for Us' to complete the look. An Encap midsole offers cushioning.
New Balance 2002R Bordeaux, New Balance, M2002RHA, 130, 100, 103, 103, 6374fd7403a96e36ed3d35fb, New Balance 2002R, Bordeaux/White, 2022-06-10, Featuring a rich garnet hue on a mesh and suede upper is the New Balance 2002R 'Garnet Deep Earth Red.' Released as part of the four-piece 'Suede Pack' the lifestyle runner features subtle NB branding on the tongue and heel with a metallic silver 'N' logo on the quarter panel. It's built on an ABZORB midsole with shock-absorbing N-ergy technology in the heel with flex grooves built into the grey rubber outsole and New Balance's Energy Web improving arch support.
New Balance 550 Aime Leon Dore Natural Green, New Balance, BB550A2, 130, 447, 425, 425, 6374fd7403a96e36ed3d35fd, New Balance 550, White/Natural-Green, 2021-04-16, Part of a larger capsule collection the Aimé Leon Dore x 550 'Green Yellow' was made with the help of the New York menswear label. The late 80s basketball shoe features a white leather construction on the upper accented by green on the tongue quarter panel and heel and highlighted by yellow on the 'N' branding. The woven tongue tag and left heel include Aimé Leon Dore branding while underfoot a pre-yellowed midsole gives way to a multicolor rubber outsole for traction.
New Balance XC-72 Casablanca Marshmallow Brilliant White, New Balance, UXC72CBF, 150, 179, 175, 175, 6374fd7403a96e36ed3d3606, New Balance XC-72, Marshmallow/Brilliant White, 2021-12-11, The futuristic design offered by the unique outsole traction pattern distinguishes the Casablanca x New Balance XC-72 ‘Marshmallow.’ True to its name the upper is a neutral blend of white and off-white in perforated leather and suede; the quarter panel displays the exaggerated 'N.' The two spots of color are delivered via green-and-orange stitching on the tongue and 'NB' in green on the heel tab. The rubber outsole also in off-white features traction patterns first used on the XC15 and the 375 while the EVA midsole contributes to reliable comfort and support.
New Balance Vision Racer Jaden Smith Trippy Summer Storm Blue, New Balance, MSVRCJWA, 150, 70, 79, 79, 6374fd7403a96e36ed3d3609, New Balance Vision Racer, Sea Salt/Storm Blue, 2021-07-30, The Jaden Smith x Vision Racer 'Hippie - Cream' features inspiration from Jaden Smith's appreciation for the aesthetic of the early 70s. Featuring a vegan build the shoe's upper is built with recycled materials throughout incorporating 100% recycled polyester throughout its mesh base. A synthetic leather mudguard in a vibrant mix of hues wraps around the design with New Balance branding on the translucent heel overlay adding further color. Underfoot an EVA Regrind platform midsole provides cushioning with an icy translucent rubber outsole included for traction.
New Balance 327 Casablanca Red Monogram, New Balance, MS327CAA, 195, 135, 127, 127, 6374fd7403a96e36ed3d360a, New Balance 327, Munsell White/Dark Red/Holly Green, 2021-05-28, A lifestyle silhouette originally debuted by the two brands in 2020 the Casablanca x 327 'Red Monogram' dropped about a year later. Built with perforated white leather the shoe's upper is defined by the textile overlays which sport a multicolor pattern drawn from Casablanca's signature monogram jacquard. Red and green 'N' branding on the lateral side adds to the aesthetic while underfoot an EVA midsole provides cushioning giving way to a 355-style studded rubber outsole for traction.
New Balance KAWHI Jolly Rancher White, New Balance, BBKLSMT1, 160, 85, 83, 83, 6374fd7403a96e36ed3d360f, New Balance KAWHI, White/Multi, 2020-10-31, Releasing as part of a larger collection the Jolly Rancher x KAWHI 'Original Flavors' draws from Kawhi Leonard's favorite childhood candy. The shoe's mesh upper features a white base highlighted by the forefoot and heel overlays with stylized detailing on the quarter panel. The tongue and sockliner include the Jolly Rancher Fruit Gang with their usual cheery demeanor replaced by Leonard's neutral expression. Underfoot FuelCell provides cushioning with a green rubber outsole providing traction.
New Balance RC 1300 Kith 10th Anniversary White Pepper, New Balance, MS1300K2, 165, 194, 215, 215, 6374fd7403a96e36ed3d3611, New Balance RC 1300, White Pepper, 2021-07-10, The Ronnie Fieg x RC 1300 '10th Anniversary - White Pepper' released to celebrate 10 years of Ronnie Fieg's brand. The shoe's upper is built with a mix of mesh and suede finished in beige and highlighted by the 'N' branding on the side wall which includes Kith's debossed monogram print. The heel patches and forefoot branding appear in mismatched fashion all sporting co-branding between the left and right shoes. Underfoot an Encap Reveal midsole is included for cushioning giving way to a Vibram rubber outsole for traction.
New Balance 990v5 Navy, New Balance, M990NV5, 175, 135, 138, 138, 6374fd7403a96e36ed3d3614, New Balance 990v5, Navy/Silver, 2019-05-08, The 990v5 Made In USA 'Navy' is a performance runner with retro inspiration. One of three inaugural colorways of the fifth iteration of the 990 silhouette the shoe was made at a New Balance factory in New England. The shoe's mesh and suede construction appears in a mix of navy and black. The tongue sports a semi-transparent 'Made in the USA' American flag while 3M reflective detailing appears throughout. Underfoot an Encap midsole provides cushioning.
