shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
Puma Suede Classic MCM, Puma, 366299-01, 340, 375, 400, 400, 6374feb3eae4ab372ce3e93a, Puma Suede Classic, Buckthorn Brown/Puma Black-White, 2018-05-24, Puma called upon MCM Worldwide’s knowledge of premium leather goods for a collaborative take on the Puma Suede. The resulting MCM x Suede ‘Buckthorn Brown’ features a Buckthorn Brown tumbled leather upper finished with an allover print of MCM’s iconic monogram. A black Formstrip cuts through the design while the heel toe and eyestay are all given a brown suede application. A gold plate on the tongue tag and a gold Puma logo on the heel add to the luxe feel while the usual Puma tooling rests underfoot.
Puma Thunder Desert Triple Black, Puma, 367997-04, 120, 51, 79, undefined, 6374feb3eae4ab372ce3e93c, Puma Thunder Desert, Triple Black, 2018-08-09, The latest rendition of the Puma Thunder Desert is taking a much more simplified approach then previous Thunder pairs.  While the debut Thunder Spectra took on a bold statement with its retro color blocking and neon pops the latest Thunder Desert drops simulate light and shadows in the desert with Triple Black and White colorways. It retains the bold signature exaggerated tooling blown-up proportions and material mix of premium suede textured leather and mesh. This sneaker is comprised of  Nubuck Leather & Mesh Upper with TPU overlays EVA midsole Rubber Outsole. This classic triple black color-way is all black for a simple clean look.  The Thunder pays homage to past collabs and silhouettes ahead of their time. Inspired by 90s Cell System running silhouettes and the PUMA x McQueen collaboration the style is a reimagined pair of kicks with a bulky unapologetic look and feel. These shoes are set to release worldwide in select sneaker boutiques PUMA.com and PUMA stores August 9th 2018 ranging in US sizes from 4-14 for a set price of $120.  If you're looking for a clean durable pair of sneakers to break out this fall look no further than the Puma Thunder Desert.
Puma Disc Lux Kasina Egret, Puma, 358717-01, 160, 200, undefined, undefined, 6374feb3eae4ab372ce3e943, Puma Disc Lux, Egret White-Breen, 2014-10-04, Korean retailer Kasina created the Kasina x Puma Disc Trinomic Lux "Egret" using the classic Disc Trinomic model that was originally released by Puma in 1993. In hopes of capturing the market for those athletes who were "on the run" the Disc fastening system was created to decrease lacing time. Building upon the classic silhouette and technical aspects of the Puma Disc Kasina kicked things up a notch by using quilted leathers on the Egret. The Disc Egret's upper boasts a pure white quilted leather toe box mid-foot underlay and heel paneling. While Egret Lux toe cap made of beige leather contrasts nicely against the white toe box yet is also subtle enough to be worn both on the track and off. Paired with another colorway the "Gucci" the Egret Lux was released in October of 2014 at a retail price of $160. Although some were turned off by the mix of luxurious materials paired with the plastic and composite fastening Disc system many believe that Kasina's ambitious use of materials and design brought Disc technology back into 21st century fashion. Whether you like its aesthetics or not the Kasina x Puma Disc Trinomial Lux "Egret" is undeniably luxurious.
Puma RS-X Toys White, Puma, 369449-02, 115, 62, 51, 51, 6374feb3eae4ab372ce3e951, Puma RS-X, Puma White/Puma Royal-High Risk Red, 2018-12-02, Retooling vintage Puma technology for modern streetwear the Puma RS-X 'Toys' shows off a bold mesh and synthetic upper in a vivid colorway inspired by collectible vinyl toys. The mesh tongue features PUMA RS-X branding accompanied by an unusual version of the formstrip that hits the side. The '90s look attracts attention with the exaggerated heel counter and chunky yet lightweight midsole which also integrates colorful plugs to tie the look together.
Puma Clyde All-Pro White Blue Atoll, Puma, 194039-01, 130, 135, 150, 150, 6374feb3eae4ab372ce3e954, Puma Clyde All-Pro, Puma White/Blue Atoll, 2020-11-11, The Clyde All-Pro 'White Multicolor' brings a vibrant look to its versatile basketball construction. Built with Matryx engineered knit the shoe's upper features a neutral base highlighted by striped detailing throughout. Suede overlays the heel with green Puma branding further accenting the look. Underfoot the ProFoam+ midsole built with EVA foam provides cushioning giving way to a rubber outsole for traction.
Puma RS-X Trophies Black Gold, Puma, 369451-01, 110, 83, 79, 70, 6374feb3eae4ab372ce3e957, Puma RS-X, Black/Gold, 2017-01-17, Drawn from a larger Trophy collection the Puma RS-X ‘Trophy - Gold’ resurrects the brand’s 1987 Running System technology. This premium colorway stands out on a chunky silhouette using a ventilated black mesh base with tonal leather and nubuck overlays. Eye-catching colors explode courtesy of metallic gold hits all over the upper as well as a flexible white midsole.
Puma Clyde Hardwood Retro Fantasy, Puma, 194045-01, 120, 95, 95, 55, 6374feb3eae4ab372ce3e958, Puma Clyde Hardwood, Puma White/Orange Pop, 2020-03-01, The Clyde Hardwood 'Retro Fantasy' brings vibrant accents to its retro basketball construction. The shoe's upper is built with a mix of mesh and leather accented by the vamp Formstrip heel overlay and heel counter. Underfoot the midsole incorporates ProFoam for cushioning overlaid by a semitranslucent rubber cage.
Puma Clyde All-Pro Low Lakers, Puma, 195124-02, 130, 132, 110, 110, 6374feb3eae4ab372ce3e959, Puma Clyde All-Pro Low, Puma White/Prism Violet, 2021-04-15, Releasing along with a Boston Celtics colorway the Clyde All-Pro 'Coast 2 Coast - Lakers' is part of a rivalry-themed pack. Giving the nod to Los Angeles' senior NBA franchise the shoe's Matryx engineered upper sports a white base highlighted by Prism Violet and yellow on the Formstrip collar and heel. Underfoot the heel includes a Pebax puck with the forefoot sporting a propulsion plate. Full-length ProFoam+ offers cushioning.
Puma Clyde All-Pro Kuzma Mid Rhude White Black, Puma, 194836-01, 150, 81, 79, 79, 6374feb3eae4ab372ce3e95b, Puma Clyde All-Pro Kuzma Mid, Puma White/Pebble, 2020-11-27, Released in collaboration with the NBA star and Los Angeles streetwear brand the Kyle Kuzma x RHUDE x Clyde All-Pro Mid brings a classic colorway to its bold construction. Built with leather the shoe's layered upper appears in a mix of black and white with wraparound laces and a heel pull-loop supporting the fit. Underfoot the tan sole unit includes a ProFoam+ midsole and Pebax drop-in at the heel to anchor the build.
Puma RS-X3 W.Cats (W), Puma, 373953-01, 110, 48, 59, 59, 6374feb3eae4ab372ce3e95c, Puma RS-X3, Pale Khaki/Puma White, 2020-08-15, The Wmns RS-X3 'Wildcats - Phale Khaki White' released as part of a larger thematic collection. Built with a leather base various animal prints highlight the design with suede overlays supporting the fit. Underfoot the PU midsole is bolstered by vibrant TPU inserts giving way to a tricolor rubber outsole for traction.
Puma Clyde All-Pro White Black, Puma, 194039-03, 130, 157, 168, 150, 6374feb3eae4ab372ce3e961, Puma Clyde All-Pro, Puma White/Puma Black, 2020-11-11, The Clyde All-Pro 'White Black' brings a classic colorway to its versatile basketball build. The shoe's upper is built with Matryx engineered knit with the seamless design complemented by stylized stripes throughout. Synthetic suede overlays the heel with the heel branding adding the only color. Underfoot a stacked ProFoam+ midsole provides cushioning with a rubber outsole offering traction.
Puma Clyde Court Disrupt X-Ray, Puma, 191895-01, 120, 126, 103, 103, 6374feb3eae4ab372ce3e964, Puma Clyde Court Disrupt, Puma Black/Puma White, 2018-10-30, The Halloween-themed Clyde Court ‘X-Ray’ features a black knit upper showcasing a depiction of a skeleton foot. Orange laces add seasonal appeal while the only other hit of color appears on the white heel branding. NRGY and Ignite technologies are utilized in the midsole while the outsole is given a translucent finish.
Puma Style Rider KidSuper Studios, Puma, 373513-01, 130, 86, 76, 76, 6374feb3eae4ab372ce3e969, Puma Style Rider, Puma White/Dusty Aqua, 2020-09-17, The KidSuper Studio x Style Rider 'Watercolor Print' released as part of a collaboration with Colm Dillane's menswear label. The lifestyle runner emerges with watercolor-inspired graphics throughout its textile upper with is bolstered by suede overlays. Mesh on the medial quarter panel is included for breathability while underfoot an IMEVA midsole gives way to a Federbein outsole.
Puma Sky Dreamer White, Puma, 193675-01, 130, 88, 75, 75, 6374feb3eae4ab372ce3e96a, Puma Sky Dreamer, Puma White, 2020-02-13, The Sky Dreamer 'White' brings a subdued look to its retro basketball construction. Built with mesh the upper is supported by a padded collar with suede emerging on the adjustable ankle strap Formstrip and forefoot. A TPU heel counter is included for stability while underfoot a ProFoam misdole provides cushioning.
Puma RS-Dreamer 2 J. Cole Blue Dream, Puma, 194849-05, 130, 68, 40, 40, 6374feb3eae4ab372ce3e96f, Puma RS-Dreamer 2, Puma Royal/Puma Black, 2021-07-30, The J. Cole x RS-Dreamer 2 'Blue Dream' brings a classic mix of hues to the rapper's signature basketball shoe. Built with mesh the shoe's upper appears in blue supported by leather and suede overlays and bolstered by black suede on the toe wrap. The heel includes J. Cole's Dreamer logo with a dynamic lacing system securing the fit. Underfoot a black ProFoam midsole provides cushioning.
Puma Suede atmos Staple, Puma, 381160-01, 90, 106, 138, 138, 6374feb3eae4ab372ce3e972, Puma Suede, Natural/Grey/Black-Brown, 2021-02-27, The atmos x Jeff Staple x Suede 'Pigeon and Crow' features a thematic look on its collaborative construction. The shoe's upper is built with suede finished in tan and overlaid by grey on the eyestay. Pink highlights the inner lining while the lateral heel includes a Staple Pigeon to represent New York City. Tokyo gets the callout on the medial heel via a black crow design with the mismatched Formstrips informed by the bird species. The tongue includes co-branding while a rubber cupsole anchors the build underfoot.
Puma Future Rider White Castle, Puma, 382176-01, 90, 120, 94, 94, 6374feb3eae4ab372ce3e977, Puma Future Rider, Puma White/Royal Blue, 2021-06-25, Made in collaboration with the fast food chain the White Castle x Future Rider '100th Anniversary' celebrates their centennial. Inspired by White Castle's iconic square sliders the shoe's upper is built with textile finished in white and highlighted by blue nylon paneling. A tonal leather Formstrip is worked into the side wall while the exposed-foam tongue includes White Castle branding. A ‘5¢' tab marks the lateral side while the heels include mismatched 'Buy 'em by the sack' and 'A legend in a bun' graphics. A Federbein outsole underfoot provides traction.
Puma Kuzma Clyde All-Pro LO x Rhuigi, Puma, 194835-01, 160, 117, 99, 99, 6374feb3eae4ab372ce3e978, Puma Kuzma Clyde, White/Off White, 2021-06-12, The NBA star teamed up once again with RHUDE founder Rhuigi Villaseñor to create the Kyle Kuzma x RHUDE x Clyde All-Pro Low in March 2021. The shoe's upper is built with engineered Matryx knit incorporating durable carbon threads and overlaid by leather and synthetic suede. The neutral look up top is cushioned underfoot by a ProFoam+ midsole which includes a Pebax drop in the heel to further support the fit.
Puma Clyde All-Pro Black Luminous Pink, Puma, 194039-02, 130, 134, 137, 137, 6374feb3eae4ab372ce3e97a, Puma Clyde All-Pro, Puma Black/Luminous Pink, 2020-12-15, The Clyde All-Pro 'Black Luminous Pink' sports a vibrant look on its performance basketball construction. The shoe's upper is built with Matryx engineered knit finished in black and highlighted by the underlays and collar lining. Green branding stands out on the heel while underfoot the Luminous Pink ProFoam+ midsole incorporates a Pebax drop in the heel for cushioning.
Puma Suede White Castle, Puma, 382175-01, 80, 68, 54, 54, 6374feb3eae4ab372ce3e97d, Puma Suede, Grey/Royal Blue, 2021-06-25, Paying tribute to 100 years of business of the fast food chain the White Castle x Suede '100th Anniversary' released in June 2021. Inspired by the signature White Castle sliders the shoe's upper appears with a white suede base highlighted by a blue leather Formstrip and accented by five circles on the heel patch as a nod to beef patties. The right tongue adds a White Castle logo to the look while underfoot the translucent rubber outsoles include mismatched 'Crave' and '100 Years' branding.
Puma Clyde Hardwood Metallic, Puma, 194044-01, 120, 80, 73, 73, 6374feb3eae4ab372ce3e97e, Puma Clyde Hardwood, Puma Black/Puma Silver, 2020-02-15, The Clyde Hardwood 'Black' brings a neutral look to its performance basketball construction. Built with mesh and leather the upper appears in black highlighted by the silver external heel counter and gold heel patch branding. Underfoot a ProFoam midsole provides cushioning giving way to a contrasting white rubber outsole for traction.
Puma RS-X Reinvention, Puma, 369579-01, 135, 67, 67, 67, 6374feb3eae4ab372ce3e97f, Puma RS-X, Whisper White/Red Blast, 2018-11-01, Puma’s RS-1 Reinvention modernizes the original rendition of the runner from the '80s featuring a white mesh and leather makeup with dappled Red Blast and blue accents throughout. The shoe’s colorway is inspired by classic color blocking from the Puma vault while an RS cushioning unit in the midsole provides a comfortable ride.
Puma Clyde Court Disrupt South Beach, Puma, 191715-01, 120, 250, 149, 149, 6374feb3eae4ab372ce3e981, Puma Clyde Court Disrupt, Biscay Green/Pink-Puma Black, 2018-12-08, Puma’s Clyde Court transforms the heritage of the traditional basketball shoe engineering it with performance elements like the hybrid cushioning system that unites IGNITE and NRGY technologies. The shoe’s upper appears in a mix of vibrant teal and pink on the knit construction and formstrips while the black heel counter provides contrast.
Puma Suede Santa Cruz Shark, Puma, 381905-01, 110, 72, 58, 58, 6374feb3eae4ab372ce3e982, Puma Suede, Puma Black/Green Flash/Deep Wisteria, 2021-10-26, Channeling the West Coast style of the skateboard is the Santa Cruz x PUMA Suede 'Shark.' The upper is constructed from black suede with stitched Formstrips in mismatched colors of purple on the right side of each shoe and lime green on the left that's repeated on the interior lining of the tongue and collar. A colorful Santa Cruz 'Shark' graphic is on the TPU tongue tag and lateral side panel with a tan rubber cupsole on the bottom.
Puma Mirage Mox KidSuper Studios Forever Blue, Puma, 375189-01, 130, 115, 73, 73, 6374feb3eae4ab372ce3e983, Puma Mirage Mox, Forever Blue/Shifting Sand, 2021-03-20, Releasing as part of a larger collection the KidSuper Studios x Mirage Mox 'Forever Blue' was designed in part by the Brooklyn creative collective. The shoe's lifestyle running construction is built with nylon on the upper supported by suede and gum rubber overlays and finished in a vibrant series of hues. The side wall includes 'Studios' atop a Formstrip with an exposed-foam border while underfoot an EVA midsole provides cushioning. A gum rubber outsole offers traction.
Puma Suede Haribo Mimosa, Puma, 382562-01, 80, 68, 45, 45, 6374feb3eae4ab372ce3e988, Puma Suede, Mimosa/Mimosa, 2021-07-02, The Haribo x Suede 'Mimosa' released as part of a larger collection in collaboration with the German candy brand. Appearing in monochromatic fashion the shoe's upper is built with suede finished entirely in Mimosa and sporting debossed 'Haribo' branding on the lateral heel. A gel insert at the heel patch and a Goldbear hang-tag serve as a direct callout to the brand's gummy bears while underfoot a translucent rubber cupsole with a Goldbear print on the outsole anchors the build.
Puma Sky Modern White Peacoat, Puma, 194042-01, 130, 83, 69, 69, 6374feb3eae4ab372ce3e989, Puma Sky Modern, Puma White/Peacoat, 2020-02-13, The Sky Modern Geek 'White' brings modern performance technology to its retro basketball construction. The shoe's upper is built with mesh overlaid by tonal leather and supported by a padded collar. Perforated suede marks the medial quarter panel while an adjustable ankle strap is included for an adjustable fit. A TPU heel counter provides stability with a ProFoam midsole underfoot providing cushioning.
Puma Fur Slide Rihanna Fenty Cool Blue (W), Puma, 365772-03, 80, 110, 84, 84, 6374feb3eae4ab372ce3e98b, Puma Fur Slide, Cool Blue/Cool Blue, 2017-06-23, One of three slides as part of a collaboration between Rihanna and Puma the Fenty x Wmns Fur Slide 'Cool Blue' features a synthetic fur strap. The signature design incorporates a tonal Puma logo and a satin foam lining while the rest of the molded Cool Blue build sports Rihanna branding at the footbed. The shoe released with a branded velour storage bag.
Puma Suede Vintage KidSuper Studios, Puma, 380513-01, 130, 75, 68, 68, 6374feb3eae4ab372ce3e98f, Puma Suede Vintage, Lupine/Orchid Hush, 2021-05-29, PUMA teamed up with the Brooklyn creative studio for a second time to create the KidSuper Studios x Suede Vintage 'Lupine.' Featuring a unique look the retro silhouette emerges with a grey suede construction on the upper sporting a washed design throughout. Suede on the toe and heel adds pastel hits to the look as does the nylon Formstrip sporting exposed-foam edges. The lateral side also includes suede inserts designed to hold a pencil while 'KidSuper Studios Work Shoe Item #4' instead appears on the medial side. Underfoot a gum rubber cupsole supports the fit.
Puma Ralph Sampson Lo Rhude, Puma, 371392-01, 130, 142, 82, 82, 6374feb3eae4ab372ce3e990, Puma Ralph Sampson Lo, Whisper White/Whisper White, 2020-03-06, The RHUDE x Ralph Sampson 'Whisper White' released as part of a larger collection from RHUDE and Puma. The shoe's upper is built with hairy suede finished in off-white and highlighted by the tongue tag and forefoot both of which sport reflective detailing. Leather overlays the toe and heel while underfoot a Shock Wedge midsole supports the fit.
