shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
Saucony Grid 8500 End Lobster, Saucony, S70410-1, 155, 151, 180, 180, 6374febaeae4ab372ce3ecad, Saucony Grid 8500, Orange, 2018-05-11, Massachusetts-based Saucony pays tribute to its local delicacy with the ‘Lobster’ variant of their Grid 8500 silhouette. Arriving in bright blue fishnet packaging the sneaker stays true to the shellfish’s color with its jaffa suede and ‘orange peel’ leather overlays. The leather insole also boasts a lobster claw print and the laces come in blue and orange options.
Saucony Grid 9000 Just Blaze x Packer Snow Beach, Saucony, 70147-1, 150, 259, 80, 115, 6374febaeae4ab372ce3ecae, Saucony Grid 9000, Navy/Yellow, 2014-08-08, New Jersey’s Packer Shoes teams up with Just Blaze on the Saucony Grid 9000 ‘Snow Beach’ inspired by the iconic Polo Ralph Lauren anorak famously worn by Chef Raekwon in the music video for Wu-Tang Clan’s ‘Can It Be All So Simple.’ The retro runner features a yellow textile upper with navy blue suede overlays highlighted by Packer branding on the lateral-side quarter panel.
Saucony Grid 9000 White Blue, Saucony, S70439-1, 90, 165, undefined, undefined, 6374febaeae4ab372ce3eccd, Saucony Grid 9000, White/Blue, 2019-03-18, The Grid 9000 Premium Suede 'Royal Blue' puts an elevated construction on the 90s runner. Released in March 2019 the shoe's upper features a white mesh base overlaid by white leather and royal blue and black suede. Grey emerges on the heel with simplified text branding on the pull tab and quarter panel. Underfoot the Grid midsole provides cushioning with a rubber outsole for traction.
Saucony Jazz Original Vintage Sneaker Carolina Mustard, Saucony, S70478-1, 80, 120, 100, 100, 6374febaeae4ab372ce3ecd1, Saucony Jazz Original Vintage, Mustard/Black, 2019-08-03, A collaboration between South Carolina boutique retailer Sneaker and Saucony the Sneaker x Jazz Original 'Carolina Mustard' released on National Mustard Day in 2019. The shoe takes the Jazz silhouette and updates it with a mustard-inspired colorway built with suede leather and nylon. A foam midsole and gum rubber outsole support the fit underfoot while the shoe released with a second set of laces in a 'sauce packet' to complete the thematic look.
Saucony Kinvara 10 Dunkin, Saucony, S20467-26, 120, 378, undefined, undefined, 6374febaeae4ab372ce3ecdd, Saucony Kinvara 10, White, 2019-03-21, The Dunkin' x Kinvara 10 'Classic Dunkin' Print' released ahead of the 2019 Boston Marathon featuring the Canton MA coffee-and-donut shop as a tongue-in-cheek nod to the relationship between coffee donuts and running. The shoe's lightweight knit upper features Dunkin' Donuts branding throughout contrasted by black Saucony branding. More branding appears on the tongue with donut logos on the heel and lace deubré. Underfoot the EVA+ midsole further incorporates pink and orange while the outsole includes tri-flex rubberized lugs.
Saucony Grid Web White Multi, Saucony, S70466-1, 120, 146, 89, 89, 6374febaeae4ab372ce3ecde, Saucony Grid Web, White/Grey/Blue, 2019-07-26, The Grid Web Retro 'OG' 2019 brings back a classic runner from 2000 with a colorway fit for its origins. The shoe's upper is built with a white mesh base overlaid by a web-like TPU cage accented by blue at the forefoot. Fiery orange branding marks the side wall while black design lines continue down onto the heel and forefoot. The midsole houses a shank plate for stability giving way to a rubber outsole for traction.
Saucony Kinvara 9 Dunkin Donuts, Saucony, S20418-18, 110, 250, 290, 290, 6374febaeae4ab372ce3ed3a, Saucony Kinvara 9, White/Black, 2018-03-27, To honor the Boston Marathon Saucony joined forces with a Massachusetts-founded staple: Dunkin Donuts. A rework of its Kinvara 9 silhouette this celebratory edition features a white upper adorned with sprinkles a frosted donut graphic on the heel and a forefoot logo that boasts a peak of coffee beans. Additional Dunkin’ branding can also be found on the tongue and sockliner.
Saucony Grid 9000 Mint, Saucony, S70077-30, undefined, 83, undefined, undefined, 6374febaeae4ab372ce3ed59, Saucony Grid 9000, Teal/Mint/Black, 2014-12-20, The Grid 9000 'Mint Black' puts a vibrant colorway on Saucony's 1994 runner. Featuring a suede and mesh upper the shoe is finished in a mix of teal and Mint Green contrasted by hits of black throughout. A mono-sockliner construction provides support while the EVA midsole gives way to a black outsole.
Saucony Grid Web Iridescent White, Saucony, S70492-1, 140, 100, 108, 108, 6374febaeae4ab372ce3ed90, Saucony Grid Web, White/Iridescent, 2020-06-01, The Grid Web 'Iridescent' brings vibrant accents to the vintage runner. The shoe's upper is built with a white mesh base with iridescent detailing highlighting the TPU cage. The Saucony branding adds further color while a webbing lacing system and neoprene tongue and collar support the fit. Underfoot a Grid midsole provides cushioning with a midfoot shank for stability.
Saucony Kinvara 10 Dunkin (W), Saucony, S10467-26, 120, 200, 240, 240, 6374febaeae4ab372ce3edc8, Saucony Kinvara 10, White, 2019-03-21, The Dunkin' x Wmns Kinvara 10 'Classic Dunkin' Print' gives the nod to the Boston Marathon and Dunkin' Donuts' Canton MA roots. A women's colorway the shoe's knitted upper sports colorful Dunkin' branding throughout fading to white at the toe. Saucony branding contrasts the forefoot and quarter panel with further Dunkin' branding on the tongue insole and outsole. The signature pink and orange emerge again in a gradient on the EVA+ midsole.
Saucony G9 Shadow 5 Bodega, Saucony, 70090-2, 110, undefined, undefined, undefined, 6374febaeae4ab372ce3eee9, Saucony G9 Shadow 5, Black/Tan, 2013-03-15, Boston's Bodega joined Suacony to create the Bodega x G9 Shadow 5 'Tiger Camo' which released as part of the G9 Pack. Featuring a layered suede and textile upper the shoe mixes brown black green yellow and red with a tiger camo print on the toe box. A speckled beige midsole is further contrasted by yellow hits and green on the outsole.
