shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
Nike Air Trainer 1 Super Bowl Hologram, Nike, 607081-900, 140, 450, 550, 150, 6374fd4b03a96e36ed3d1ba7, Nike Air Trainer 1, Multi-Color/Ice Blue, 2014-01-27, The Air Trainer 1 Mid PRM QS 'Nike Knows' gives the nod to the iconic 1989 'Bo Knows' commercial which starred Bo Jackson. The shoe's patent leather upper is finished with an allover iridescent design while the tooling incorporates a white midsole and a translucent outsole.
Nike Air Trainer 1 Super Bowl 50, Nike, 840169-700, 120, 185, 117, 117, 6374fd4b03a96e36ed3d1ba9, Nike Air Trainer 1, Metallic Gold/Metallic Gold-Black, 2016-01-19, The Air Trainer 1 PRM QS 'Superbowl' released to commemorate Super Bowl 50. The shoe's cracked upper emerges entirely in metallic gold including on the midfoot strap while the tooling appears in a more conventional black and white. A special graphic appears on the sockliner.
ASICS Gel-Lyte III Ronnie Fieg Super Blue, ASICS, 1193A175-022, 110, 125, 94, 94, 6374fd4b03a96e36ed3d1baf, ASICS Gel-Lyte III, Grey/Super Blue, 2019-10-07, Launching in October 2019 the KITH x Gel Lyte 3 'Super Blue' celebrates the tenth anniversary of Ronnie Fieg’s original ‘Super Blue’ Gel Lyte 3 collaboration. Like its predecessor this pair is highlighted by bright blue accents applied here to the sneaker’s hairy suede signature side stripes. The rest of the upper is rendered in light grey hairy suede complete with ‘Fieg’ embroidery on the sneaker’s split tongue.
adidas AW Skate Super Alexander Wang White Black, adidas, F35295, 220, 354, 355, 355, 6374fd4b03a96e36ed3d1bb9, adidas AW Skate Super, White/Core Black/Tech Silver, 2018-11-14, The Alexander Wang x Skate Super ‘Tech Silver’ is a fashion-forward take on the classic skate shoe featuring an upper inspired by the iconic adidas Superstar. Subversion of traditional design is a recurring motif here seen in the inside-out shell toe and inverted branding elements at the tongue and heel. The classic black and white palette up top is complemented by a tri-tone textured midsole.
ASICS Gel-Lyte III Ronnie Fieg Super Green, ASICS, H60KK-6570, 250, 510, 329, 315, 6374fd4b03a96e36ed3d1bbc, ASICS Gel-Lyte III, Grey/Green, 2016-05-21, This Gel Lyte 3 'Super Green' colorway was re-released in May 2016 for Kith's 5th Anniversary originally developed for the Soles4Souls campaign for Haiti in 2013. Made in Japan the shoe features an upper and green Tiger Stripes dark gray and brown nubuck. Other details include Ronnie Fieg custom-printed insoles and Kith 5-Year heel logo. The initial ' Super Green ' for 2013 was limited to 300 pairs and this re-release was limited to just 700 pairs.
Golden Goose Super-Star White Red Grey Suede, Golden Goose, GMF00102F00209210779, 495, 399, 485, undefined, 6374fd4b03a96e36ed3d1bbd, Golden Goose Super-Star, White/Red, , DISCLAIMER: Golden Goose sneakers are hand distressed so there will be natural variation between pairs. Photo is for reference only.
Golden Goose Super-Star White Blue Gold Red Handwritten, Golden Goose, GMF00103F00208215312, 495, undefined, 350, undefined, 6374fd4b03a96e36ed3d1bbe, Golden Goose Super-Star, White/Bue/Gold, , DISCLAIMER: Golden Goose sneakers are hand distressed so there will be natural variation between pairs. Photo is for reference only.
Nike Air Barrage Mid Super Bowl LIV, Nike, CT8453-300, 140, 821, 350, 350, 6374fd4b03a96e36ed3d1bc2, Nike Air Barrage Mid, Green/Orange-Black, 2020-01-29, Paying tribute to that year's host city of Miami the Air Barrage Mid 'Super Bowl LIV' is a one-to-one remake of the 1995 trainer. Built with mesh and leather the shoe's Fir upper is overlaid by a black midfoot strap highlighted by orange hits on the branding. Underfoot the midsole houses Air for cushioning noted by the branding throughout.
Golden Goose Super-Star White Royal Blue Grey Suede Patch (W), Golden Goose, GWF00102F00218110509/GWF00102.F000311.10270, 495, undefined, undefined, undefined, 6374fd4b03a96e36ed3d1bc3, Golden Goose Super-Star, White/Royal Blue, , DISCLAIMER: Golden Goose sneakers are hand distressed so there will be natural variation between pairs. Photo is for reference only.
adidas Palace Puig Super Pop, adidas, FW9693, 140, 175, 175, 175, 6374fd4b03a96e36ed3d1bc4, adidas Palace Puig, Super Pop/Super Pop/Cloud White, 2020-05-22, The Palace x PUIG 'Super Pop' is the result of a collaboration between the London skate brand and adidas. Lucas Puig's signature shoe emerges with a vibrant almost-monchromatic look on its leather construction. Gold-foil branding deviates from the pink base while underfoot an adiprene sockliner works with an encased EVA midsole to provide cushioning.
Golden Goose Super-Star Canvas White Black Ice Blue, Golden Goose, GMF00175F00212710283, 525, undefined, 537, undefined, 6374fd4b03a96e36ed3d1bc8, Golden Goose Super-Star, White/Black/Ice Blue, , DISCLAIMER: Golden Goose sneakers are hand distressed so there will be natural variation between pairs. Photo is for reference only.
Golden Goose Super-Star White Green Grey Suede Patch (W), Golden Goose, GWF00102F00218010802, 495, 619, 325, undefined, 6374fd4b03a96e36ed3d1bc9, Golden Goose Super-Star, White/Green/Grey, , DISCLAIMER: Golden Goose sneakers are hand distressed so there will be natural variation between pairs. Photo is for reference only.
adidas AW Skate Super Alexander Wang Black White, adidas, G28385, 220, 390, 334, 334, 6374fd4b03a96e36ed3d1bcb, adidas AW Skate Super, Core Black/Core Black/Core Black, 2018-11-14, Designer Alexander Wang takes inspiration from adidas’ renowned Superstar into his co-branded collection with the German sportswear brand. Retooling the design into what is known as the Skate Super this ‘Core Black’ rendition takes the Superstar upper and renders it with a black suede build and an off-white rubber toe cap. The midsole is modernized with the platform gum midsole that first debuted on the Skate silhouette.
Golden Goose Super-Star White Brown Suede Patch, Golden Goose, GMF00102F00214910795, 495, undefined, 300, undefined, 6374fd4b03a96e36ed3d1bcc, Golden Goose Super-Star, White/Brown, , DISCLAIMER: Golden Goose sneakers are hand distressed so there will be natural variation between pairs. Photo is for reference only.
Golden Goose Super-Star White Vacchetta Tan Dill Green Patch, Golden Goose, GMF00101F00036810289, 495, undefined, undefined, undefined, 6374fd4b03a96e36ed3d1bd1, Golden Goose Super-Star, White/Tan/Dill Green/Royal Blue, , DISCLAIMER: Golden Goose sneakers are hand distressed so there will be natural variation between pairs. Photo is for reference only.
Golden Goose Super-Star White Black Orange Suede Patch, Golden Goose, GMF00101F00212010787, 495, undefined, 519, undefined, 6374fd4b03a96e36ed3d1bd5, Golden Goose Super-Star, White/Black/Orange, , DISCLAIMER: Golden Goose sneakers are hand distressed so there will be natural variation between pairs. Photo is for reference only.
ASICS Gel-Lyte 3.1 Ronnie Fieg Super Blue, ASICS, 1191A348-002, 160, 219, 210, 210, 6374fd4b03a96e36ed3d1bd7, ASICS Gel-Lyte 3.1, Navy/Super Blue, 2019-10-07, The KITH x Gel Lyte 3.1 'Super Blue' dropped in October 2019 celebrating the tenth anniversary of Ronnie Fieg’s original ‘Super Blue’ Gel Lyte 3 collaboration. This pair combines a black nubuck base with hairy suede overlays in matching black and ASICS’ side stripes in black leather. The sneaker is finished with a GEL-NIMBUS 17 sole unit with two-tone visible technology.
Golden Goose Super-Star Love Is All We Need Grey Pink White (W), Golden Goose, GWF00101F00160010633, 496, undefined, 646, undefined, 6374fd4b03a96e36ed3d1bd8, Golden Goose Super-Star, Grey/White/Pink, , DISCLAIMER: Golden Goose sneakers are hand distressed so there will be natural variation between pairs. Photo is for reference only.
adidas Superstar Super Cloud White, adidas, FV2816, 80, 79, 65, 65, 6374fd4b03a96e36ed3d1bdd, adidas Superstar, Core Black / Cloud White / Core Black, 2020-04-06, Releasing for the 50th anniversary of the silhouette the Superstar 'XXL Print - Cloud White' emerges with an overbranded look. The shoe's white leather upper sports 'Super' and 'Star' on the lateral and medial sides in contrasting black overlaid by white Three-Stripes. Black nubuck contrasts the heel patch while the classic white rubber shelltoe leads into a rubber cupsole underfoot.
Nike Air Trainer III Super Bowl (2015), Nike, 709989-201, 130, 900, 650, 650, 6374fd4b03a96e36ed3d1be0, Nike Air Trainer III, Vachetta Tan/Black-Hot Lava-Blue Lagoon, 2015-01-22, Released ahead of Super Bowl XLIX the Air Trainer 3 Premium 'Super Bowl' features a unique construction. Featuring distressed brown leather on the upper a Hot Lava heel cage brings color to the design while a black midfoot strap supports the fit. The nylon collar features a unique vibrant print while the Air-infused midsole gives way to a gum finish on the outsole.
adidas Superstar Super Core Black, adidas, FV2817, 80, 94, 67, 67, 6374fd4b03a96e36ed3d1bf3, adidas Superstar, Core Black / Core Black / Cloud White, 2020-04-06, Featuring an overbranded look the Superstar 'XXL Print - Core Black' released for the 50th anniversary of the silhouette. The shoe's upper is built with black leather sporting tonal reflective Three-Stripes on the side wall. 'Super' and 'Star' on the lateral and medial sides stand out in white while underfoot the rubber cupsole sports a herringbone outsole for traction.
Nike Air Force 1 Low Super Bowl, Nike, 312945-801, 130, 260, 225, 225, 6374fd4b03a96e36ed3d1bfd, Nike Air Force 1 Low, Shock Orange/Black-Bison, 2006-01-01, Dropping in January 2006 the Nike Air Force 1 Premium ‘Super Bowl’ celebrates the NFL’s big game featuring an orange leather upper with pebbled brown leather overlays that recall a regulation football. Details include a black leather Swoosh goal post tongue tags and ‘06’ embroidery on the heel tabs. The kicks are finished with a gum rubber outsole for durable traction.
Golden Goose Super-Star Distressed Black Denim Leopard Red (W), Golden Goose, GWF00101F00200981290, 495, 831, undefined, undefined, 6374fd4b03a96e36ed3d1c00, Golden Goose Super-Star, Black/Leopard/Red, , DISCLAIMER: Golden Goose sneakers are hand distressed so there will be natural variation between pairs. Photo is for reference only.
ASICS Gel-Lyte 3.1 Ronnie Fieg Super Green, ASICS, H64JK-9090, 200, 167, 113, 113, 6374fd4b03a96e36ed3d1c04, ASICS Gel-Lyte 3.1, Black, 2016-05-21, The Ronnie Fieg x Gel Lyte 3.1 'Super Green' was limited to just 700 pairs globally when it dropped in May 2016 celebrating Kith's fifth anniversary and Ronnie Fieg's tenth year of ASICS collaboration. The shoe features an upper black premium suede pigskin with green accents on the medial toe and lateral shape stripes. Other details include tonal on the heel with a Kith 5-year logo and a white midsole with noticeable black Gel technology.
Golden Goose Super-Star White Pink Leopard Dark Grey Patch (W), Golden Goose, GWF00101F00189710725, 495, undefined, undefined, undefined, 6374fd4b03a96e36ed3d1c05, Golden Goose Super-Star, White/Pink/Grey/Leopard, , DISCLAIMER: Golden Goose sneakers are hand distressed so there will be natural variation between pairs. Photo is for reference only.
adidas Sleek Super White Lilac Coral (W), adidas, EF4956, 100, 95, 50, 50, 6374fd4b03a96e36ed3d1c06, adidas Sleek Super, Cloud White/Clear Lilac/Signal Coral, 2020-01-01, The Wmns Sleek Super 'Cloud White' highlights its leather construction with a pearlescent finish. A bold adidas window stands out below the eyestay on the lateral side while the base of the upper highlights the look in Clear Lilac and Signal Coral. Underfoot an exagerrated midsole and herringbone rubber outsole anchor the build.
adidas Iniki Runner Super Purple (W), adidas, BA9995, 120, 311, 75, 75, 6374fd4b03a96e36ed3d1c0a, adidas Iniki Runner, Super Purple/Cream White-Ice Purple, 2017-03-01, The Iniki Runner draws its design from 70s running shoes using updated adidas technology. The mesh top is flanked by suede panels on the toe heel and laces with a complete length Boost midsole underfoot.
adidas Gazelle Super Alltimers Cloud White, adidas, EF0080, 100, 77, 80, 80, 6374fd4b03a96e36ed3d1c0f, adidas Gazelle Super, Cloud White/Cloud White/Chalk White, 2019-08-03, Part of the Discovery collection from Alltimers and adidas the Alltimers x Gazelle Super 'Discovery Collection' pays tribute to the shoe's role in 80s skate culture. The white leather upper includes perforated Three-Stripes supported by a tonal T-toe overlay. The logo window below the eyestay adds a throwback branding touch with a trefoil on the heel and Alltimer's martini emblem in debossed fashion on the tongue. Underfoot an off-white rubber cupsole supports the fit.
Golden Goose Super-Star Black Leopard Gold Pink (W), Golden Goose, GWF00104F00187590272, 495, undefined, undefined, undefined, 6374fd4b03a96e36ed3d1c17, Golden Goose Super-Star, Black/Leopard/Gold/Pink, , DISCLAIMER: Golden Goose sneakers are hand distressed so there will be natural variation between pairs. Photo is for reference only.
adidas Gazelle Super size? London to Manchester Pink, adidas, CQ1882, 103, 154, 100, 100, 6374fd4b03a96e36ed3d1c30, adidas Gazelle Super, Pink/Royal Blue, 2017-09-01, Dropping in 2017 as a Champs Sports exclusive the EQT Support ADV ‘Chalk and Olive’ features a monochromatic finish on an upper built with a blend of breathable mesh and synthetic suede. Details include webbing three-stripes and a TPU heel cage both integrated into the shoe’s lacing system. An off-white EQT midsole is accented with molded three-stripes.
Jordan Super.Fly 2017 Space Jam, Jordan, 921203-002, 140, 186, 100, undefined, 6374fd4b03a96e36ed3d1c37, Jordan Super.Fly 2017, Black/Cool Grey-White-Concord, 2017-08-03, The Super.Fly 2017 ‘Space Jam’ takes on a distinctive design inspired by the Air Jordan 11 of the same name. The upper of the performance hoops shoe is finished entirely in black featuring smooth nubuck on the forefoot and a patent leather collar adorned with a large Jumpman logo. A lightweight React foam midsole in contrasting white is reinforced with an icy translucent rubber outsole.
adidas Super Ape Star Bape, adidas, 40056, 150, undefined, 400, undefined, 6374fd4b03a96e36ed3d1c38, adidas Super Ape Star, Green/White/Bone, 2003-12-21, Japan’s A Bathing Ape joined forces with adidas in 2003 to give the brand’s iconic Superstar a street-ready makeover highlighted by BAPE’s signature camo print across the upper. The woodland hues are accented by serrated white three-stripes and ‘Super Ape Star’ lettering on the lateral heel. The wordmark is joined by a stylized Ape Head graphic integrated with adidas’ three-stripes.
adidas Superskate Bape Super Ape Skate, adidas, 40049, undefined, 1672, undefined, undefined, 6374fd4b03a96e36ed3d1c3b, adidas Superskate, Military Green/White/Black, 2003-01-01, The A Bathing Ape x Super Ape Skate 'Military Green' dropped in 2003 featuring a straightforward design on a retro-inspired mid-top silhouette. The upper blends a white tumbled leather base with olive green suede overlays and contrasting black hits on the heel tab and signature three-stripes. Unique details include metallic gold lace dubrae and an Ape Head tongue tag.
adidas Matchbreak Super White Collegiate Green, adidas, FY0509, 70, 186, 168, 168, 6374fd4b03a96e36ed3d1c53, adidas Matchbreak Super, Crystal White/Collegiate Green/Crew Yellow, 2021-05-02, The Matchbreak Super 'White Collegiate Green' sports vibrant accents on its vulcanized skating construction. Built with textile on the quarter panel the forefoot and heel instead incorporate suede with leather on the heel patch and Three-Stripes. Collegiate Green and Crew Yellow bring color to the look with gold branding on the heel. A terry cloth lining is included for comfort while underfoot an Adiprene sockliner provides cushioning and a gum rubber outsole offers traction.
